ID,Steps
838,finely slice cloves of garlic.
838,get a large saucepan on the heat and splash in some olive oil.
838,add your garlic and a tsp of crushed chillies.
838,fry for about 40 seconds and add your cherry tomatoes.
838,add your spaghetti to a large pan of boiling water.
838,"after 2 minutes, add your clams to the sauce pan and pour in your wine."
838,bring to the boil and cover with a lid.
838,"cook for about 5 minutes, until all the clams have opened up."
838,add a large handful of chopped parsley.
838,remove the pasta from the heat and sieve.
838,pour it into the sauce.
838,"mix it around, drizzle over some olive oil and serve! enjoy!"
839,preheat oven to 180c/356f.
839,dice up your chicken thighs into chunks.
839,add some olive oil to a large pan and brown the chicken.
839,remove the chicken from the pan and set aside.
839,"finely slice your leeks, bacon and onions."
839,add bacon to the chicken pan and fry until crispy.
839,deglaze the pan with a splash of water.
839,add the leeks and onion.
839,"fry until soft, adding a splash of water if the vegetables start catching on the pan."
839,"once soft, add the chicken."
839,stir it in and add a large handful of chopped tarragon.
839,stir again and flour.
839,"mix it in, making sure the flour is all absorbed."
839,"pour in milk, splash by splash."
839,keep stirring until you have a thick pie filling.
839,season generously with pepper.
839,remove the pan from the heat.
839,fill a pie dish with the filling.
839,lay your puff pastry on top.
839,trim the sides and brush the pastry with egg yolk wash.
839,"add a sprinkle of salt and place in the oven for 30 minutes, or until the pastry is puffed up and golden."
839,slice your pie up and serve with a big dollop of dijon mustard.
839,enjoy!
840,add 2 parts rice to 1 part water.
840,let it bubble away until all the water has been absorbed.
840,prep your veg.
840,chop your ginger into matchsticks.
840,"finely chop a red chilli, a garlic clove and 2 spring onions."
840,"take your sea bass and score the skin, about half a cm deep, 3 or 4 times."
840,add some drops of soy sauce and rub it in.
840,drizzle over some olive oil.
840,heat a frying pan and add a large glug of vegetable oil so the bottom of the pan is covered.
840,"add your sea bass to the pan, skin side down."
840,cook for 4 minutes.
840,flip and cook for 1 minute on the other side.
840,remove from the pan.
840,"set the fish aside, cover and allow it to rest."
840,drain excess oil from the frying pan.
840,place it back on the heat.
840,"add your garlic, chilli and ginger."
840,pour in soy sauce and 8 tbsp of water.
840,add your spring onions and reduce the sauce down until it has thickened.
840,time to steam the pak choi.
840,this should take about 5 minutes.
840,"when the pak choi is done, youre ready to serve."
840,place the fish on a bed of rice and arrange your pak choi around the fish.
840,"pour over the sauce, and tuck in! enjoy!"
841,grab a bowl.
841,"add the beef mince, 30g chilli pesto and a very generous amount of pepper."
841,mix it all together with your hands and then squeeze the meat into a ball.
841,set the ball on a tray and divide it into 8 equal balls.
841,press the balls into patties.
841,make sure they are about as thick as a one pound coin.
841,heat a griddle pan.
841,"place the burgers into the pan, and cook on a medium-high heat for 4 minutes."
841,"once charred on the underside, flip the burger."
841,place a thick slice of mozzarella on each patty and place a lid on the pan.
841,cook on a medium-high heat for a further 4 minutes.
841,grind some black pepper on the cheese.
841,remove the burgers from the heat.
841,let them rest on a plate for 1 minute.
841,make your pesto mayo.
841,grab a bowl.
841,"add mayo, your remaining chilli pesto, a handful of chopped basil leaves, balsamic glaze and pepper."
841,mix it all together.
841,serving time.
841,get a bun and chop it in half.
841,layer some mayo on the bottom.
841,add two slices of tomato.
841,add one patty.
841,top the patty with some basil and lettuce leaves.
841,add another patty.
841,top the patty with another dollop of pesto mayo and then add the bun.
841,"open your mouth, take a bite and enjoy!"
842,preheat oven to 180c/356f.
842,cut your squash into cubes.
842,"add to a baking tray with salt, pepper and olive oil."
842,roast for 30 minutes until soft.
842,"when the squash is ready, add it to a bowl with grated parmesan, ricotta, chopped thyme, chopped sage leaves, the zest of a lemon, salt and pepper."
842,mash it all together.
842,pasta time.
842,it is easy.
842,so easy.
842,you just have to have faith and be persistent.
842,measure out 200g of flour and pour it onto a surface.
842,make a well in the middle.
842,crack eggs into a bowl and whisk together.
842,pour the egg mix into the well.
842,mix the egg into the flour with a fork.
842,"once it has absorbed, dust your hands with flour and start working the dough."
842,"if it is slightly dry, add a small drop of water."
842,"it will start off quite sticky but if you keep kneading and beating it about, it will become soft and smooth."
842,"once smooth, wrap it in cling film and refrigerate for 20 minutes."
842,"once it has cooled, take the dough from the fridge."
842,cut it into quarters.
842,"take 1 quarter, place it on a surface covered with flour and roll it out with a rolling pin."
842,roll it thin.
842,half the thickness of a 10p piece.
842,it doesnt matter if it is a bit thicker but the thinner the better.
842,cut out circles with a cutter.
842,each quarter of the dough should give you 8 circles.
842,youll need 32 circles to make 16 ravioli.
842,lay out the circles.
842,place a little dollop of filling in the centre of 16 of them.
842,run water around the edge of the filling and put another pasta circle on top.
842,squeeze it down around the filling.
842,then take a fork and press down around the edges of the ravioli so it is sealed.
842,done! heat a pan of water and season with salt.
842,add your ravioli.
842,they should take 4 minutes.
842,they are ready when they all float to the top.
842,"in the meantime, get your sauce on."
842,melt butter in a pan.
842,add sage leaves and 12 drops of lemon juice.
842,"when the butter starts to brown, remove from the heat."
842,serving time.
842,place ravioli on a plate.
842,pour the butter sauce over the top.
842,"add the crispy sage leaves, sprinkle over some extra parmesan and bobs your uncle! enjoy!"
843,preheat oven to 180c/356f.
843,cut your potatoes into cubes and add to a baking tray.
843,add a handful of rosemary leaves and your whole cloves of garlic.
843,"season with salt and pepper, drizzle over some olive oil and add to the oven for 50 minutes."
843,mix them about every 15 minutes to ensure crispiness on all sides.
843,"add your steak to a bowl with salt, pepper and olive oil."
843,cover and leave to marinate at room temperature for 20 minutes or so.
843,heat a griddle pan.
843,"once hot, whack on your steak."
843,cook for 4 minutes on each side for medium rare.
843,"remove from the heat, set it on a plate and cover."
843,let the steak rest for 10 minutes.
843,this will make it extra tender.
843,now is the perfect time to get on with your balsamic glaze.
843,pour the balsamic vinegar into a pan.
843,"add the zest of a lemon and sugar then, mix it all together and remove from heat when it is sticky."
843,time to serve up.
843,lay some rocket on a nice plate.
843,cut your steak into strips and lay them on top of the rocket.
843,grate parmesan over the top and drizzle over your glaze.
843,serve the steak with the crunchy cube fries.
843,enjoy!
844,preheat oven to 180c/356f.
844,place the sweet potatoes on a baking tray.
844,drizzle over some olive oil and season with salt.
844,place in the oven for 1 hour until soft.
844,"when the potatoes are ready, halve them and scoop out the flesh."
844,"add the flesh to a bowl with ginger, crushed lemongrass, a grated red chilli, chopped coriander, soy sauce, 3 chopped spring onions and the juice of a lime."
844,finely chop your fish fillets into little bits and add to the mix.
844,squish everything together and mould it into a big lump.
844,cover with tin foil and place in the fridge for 20 minutes or so to firm up.
844,"once firm, mould the mixture into cakes."
844,dip the cakes in plain flour followed by beaten egg and then breadcrumbs.
844,arrange the cakes on a baking tray.
844,drizzle olive oil on top and sprinkle on some salt.
844,place in the oven for 35 minutes until golden.
844,boil your peas and drain.
844,"add a handful of chopped mint, the juice of a lemon, olive oil, salt and pepper."
844,mash together.
844,"serve the fish cakes on top of the crushed peas, sprinkle over some lemon juice and enjoy!"
845,preheat oven to 180c/356f.
845,chuck all of your spinach in a pan and wilt it.
845,remove from the heat.
845,place the wilted spinach in a sieve and squeeze out the water.
845,put the spinach in a bowl.
845,add red pesto and mascarpone.
845,season with salt and pepper and mush everything together.
845,"in another bowl, add oregano, the zest of a lemon, salt and pepper."
845,(this will be the rub to go on the outside of the breasts).
845,mix it together and set aside.
845,chicken time.
845,take each chicken breast and cut a hole in the thicker side of the breast.
845,use your fingers to prod away until you have made a cavity inside the breast.
845,spoon in your filling to each chicken breast.
845,you want them to be really filled up.
845,"once you have done this to all the chicken, roll them in the oregano and lemon zest rub."
845,get a pan on a medium heat.
845,add a drizzle of olive oil and then add your chicken.
845,cook for 4 minutes on each side so they are nicely browned and caramelised.
845,"place the pan in the oven for 12 minutes, until cooked through."
845,add the bulgur wheat to a pan of boiling water and crumble in a chicken stock cube for extra flavour.
845,cook according to pack instructions.
845,serve the breasts on the steaming hot bulgur wheat with some lemon juice squeezed over the top.
845,enjoy!
846,preheat oven to 180c/356f.
846,cut your butternut squash into cubes and place on a baking tray.
846,drizzle with olive oil and season with salt and pepper.
846,place in the oven for 30 minutes or until soft.
846,remove squash and place 3/4 of it in a blender.
846,place the remaining quarter back in the oven until brown and caramelised.
846,add a vegetable stock cube and a pint of water to the blender.
846,blitz.
846,you want a loose puree consistency.
846,get a large frying pan on the heat.
846,add a splash of olive oil and a chopped clove of garlic.
846,"once softened, pour in the squash puree."
846,mix it about and add your orzo.
846,"keep mixing the orzo and pouring in splashes of water until the orzo has cooked through and resembles a loose, oozy risotto."
846,add your remaining squash and a handful of chopped basil.
846,mix it all together and turn off the heat.
846,"add large dollops of goats cheese, sprinkle over some parmesan and scatter on the leftover basil leaves."
846,serve with a last drizzle of olive oil! enjoy!
847,"finely slice onion, red chilli and garlic."
847,set them aside.
847,add 1 part rice to 2 parts boiling water.
847,cook until the water has been absorbed.
847,put a wok or a large frying pan on the heat.
847,add a splash of vegetable oil and add the ground chicken.
847,break it up into lots of little pieces with a spatula.
847,"once the chicken has turned white, add your chilli, garlic, onion and lemongrass puree."
847,mix them in.
847,"once they have softened, add a tbsp and a half of fish sauce, soy sauce, and sugar."
847,mix it all in.
847,"once the sugar has dissolved, pour in 150ml of water."
847,simmer it down for 30 seconds.
847,throw in your basil.
847,allow the basil to wilt.
847,cook the chicken until the water has evaporated.
847,remove the wok from the heat and set on a board.
847,serve the chicken on top of the steaming hot basmati rice.
847,enjoy!
848,"into a bowl, add your pork mince, grated red chilli, fish sauce, 3 finely chopped spring onions, a handful of chopped mint, a handful of chopped coriander, a grated clove of garlic, cornflour and a tbsp of grated ginger."
848,season with black pepper.
848,mix everything together with your hands.
848,divide the pork into golf ball sized meatballs.
848,set them on a plate and put them in the fridge for 10 minutes.
848,add some vegetable oil to a pan.
848,add the meatballs once the oil is hot.
848,drizzle a tablespoon of soy sauce over the balls.
848,"cook for 3 minutes on each side, turning the balls when they are browning and caramelized."
848,add another splash of soy sauce once youve turned the balls.
848,"once the balls are brown on all sides, remove them from the pan and set aside."
848,remove any excess oil from the pan and make your sauce.
848,"into the pan, add 2 tbsp of soy sauce and 200ml of low-salt chicken stock."
848,"with a wooden spoon, de-glaze all the sticky bits off the bottom of the pan."
848,squeeze in the juice of a lime and grate in a small knob of ginger.
848,make your cornflour slurry.
848,"in a cup, mix two tsp of cornflour with 100ml of water until it has dissolved."
848,pour the slurry into the sauce.
848,it should start to thicken.
848,"once is has thickened up, re-introduce your meatballs."
848,coat the balls in the sauce and remove from the heat.
848,serve the meatballs on some hot rice noodles.
848,scatter over any leftover coriander and mint leaves.
848,tuck in.
848,enjoy!
849,slice up your portobello mushrooms.
849,matchstick your carrots.
849,finely chop your onion.
849,shred 1/3 of a white cabbage.
849,finely slice 3 spring onions.
849,add your sesame oil and vegetable oil to a pan.
849,"add your carrots, cabbage and onion."
849,allow to soften for 3 minutes.
849,throw in your portobello mushrooms.
849,cook for 1 more minute and add your shiitake mushrooms.
849,mix everything in and cook for another 2 minutes.
849,add your spring onions.
849,cook for another 2 minutes and add the udon noodles.
849,"season with pepper, add your soy sauce and mirin."
849,"mix everything together, cook for another minute and then your noodles are ready."
849,remove from the heat and serve whilst hot.
849,garnish with sliced spring onion and enjoy!
850,preheat oven to 180c/356f place chicken in a baking tray.
850,cover with olive oil.
850,add two tsp paprika and a tsp of dried oregano.
850,rub it in.
850,place chicken in the oven for 30 minutes.
850,"meanwhile, prep the sauce."
850,cut peppers and red onion into chunks and add to a baking tray.
850,cut a lemon in half.
850,"add the lemon halves, face side down."
850,add your chillies to the tray.
850,drizzle olive oil over everything.
850,place the tray in the oven for 40 minutes.
850,"after 30 minutes, remove the chicken and baste it in the juices."
850,place it back in the oven for another 30 minutes.
850,"when the vegetables and lemon are charred and soft, remove from the oven."
850,place the onion and peppers into a blender.
850,add the juice of the roasted lemons.
850,"add cloves of grated garlic, the zest and juice of a fresh lemon, 2 tsp of smoked paprika, two tsp of dried oregano, a tsp and a half of red wine vinegar, a tsp of olive oil and a good pinch of salt and pepper."
850,blitz until you have a smooth orange sauce.
850,pour the sauce into a frying pan and add two bay leaves.
850,allow the sauce to gently bubble away for a couple of minutes so the bay leaves can infuse.
850,"while the sauce is getting on, take your chicken out of the oven."
850,baste it in the juices and remove from the tray.
850,hack it up roughly.
850,serve the chicken on a bed of basmati rice and black beans.
850,pour your sauce over the top.
850,"enjoy mob, this one is a winner."
851,add the pork chops to a bowl.
851,add a grated garlic clove and a large grated thumb of ginger.
851,pour in the soy sauce.
851,"mix everything together, cover with cling film and leave to marinate for 10 minutes."
851,add the pork chops to a frying pan with a splash of olive oil.
851,fry on a medium heat for 4 minutes and then flip.
851,add a small glass of water to de-glaze the pan.
851,allow the water to reduce.
851,"after 4 more minutes, flip the chops again."
851,add another splash of water.
851,fry for another minute and flip again.
851,check the chops are cooked through.
851,remove from the heat.
851,slice up pork chops and set aside to rest.
851,broth time.
851,pour 600ml of water in a pan.
851,add two tablespoons of miso paste.
851,"add a chopped red chilli, 4 chopped spring onions and 1 star anise."
851,bubble away for 10 minutes.
851,"at this point, cook the ramen noodles in a pan of boiling water."
851,remove the broth from the heat.
851,assemble time.
851,add a helping of noodles to a bowl.
851,ladle your broth into the bowl.
851,add the strips of pork.
851,top with coriander leaves and spring onions.
851,enjoy!
852,preheat oven to 180c/356f cut the butternut squash into cubes.
852,cut your red onion into chunks.
852,add to a baking tray.
852,drizzle with olive oil and season with salt and pepper.
852,place in the oven for 30 minutes or until caramelised and soft.
852,dressing time.
852,grab a bowl.
852,"add the tahini, half a clove of grated garlic, the juice of a lemon, salt, pepper and a tbsp of olive oil."
852,mix everything together.
852,"add warm water until you have a thick, creamy consistency."
852,set dressing aside.
852,toast pine nuts in a frying pan with no oil.
852,set aside.
852,"watch them carefully, you dont want them to burn."
852,steam kale until cooked through (8 minutes) and set aside.
852,"when the onions and the butternut squash are ready, remove the tray from the oven."
852,cut the halloumi into thick slices.
852,"put a griddle pan on the heat, add a drizzle of olive oil and add the halloumi."
852,cook on a high heat for 3 minutes on each side.
852,assemble time.
852,grab a salad bowl.
852,"add the butternut squash, onion, pine nuts, kale, pomegranate seeds and a handful of chopped mint."
852,mix everything together.
852,pour the tahini dressing over the top and mix it in.
852,"top the salad with leftover pine nuts, pomegranate seeds and mint leaves."
852,enjoy!
853,preheat oven to 180c/356f.
853,place chicken in a baking tray.
853,cover with olive oil.
853,grate over the zest of a lemon and sprinkle over a handful of chopped rosemary.
853,season with salt and pepper.
853,place in the oven for 20 minutes.
853,dressing time.
853,"into a jar, add 4 tbsp of olive oil, the juice of a lemon, your dijon mustard, chopped anchovies, salt and pepper."
853,"whack on the lid, shake it up and set aside."
853,"after 20 minutes in the oven, remove the chicken."
853,tear crouton sized pieces of ciabatta into the tray.
853,add a whole bulb of garlic cloves and some more rosemary leaves.
853,"drape your streaky bacon over everything and place the tray back in the oven for 40 minutes, or until the chicken is cooked through and the bacon is crispy."
853,"when the chicken is cooked through, remove the tray from the oven."
853,"remove the bacon, chop it up and set aside."
853,"pull the chicken out of the tray, mix the croutons and garlic around in all the juices."
853,place the tray back in the oven whilst you carve and shred the chicken.
853,"once the chicken is shredded, set the meat aside."
853,take the baking tray out of the oven and remove the garlic cloves.
853,place the croutons back in the oven for a final 5 minutes so they are extra crispy.
853,"with a spoon, squeeze the insides of the garlic cloves out of the skins."
853,chop up the roasted garlic until it is a fine paste and add it to your dressing.
853,give the dressing a good shake.
853,remove the croutons from the oven.
853,assemble time.
853,throw your chopped romaine lettuce into a large bowl.
853,"add the chicken, bacon and croutons."
853,grate some parmesan over the top and drizzle the dressing over everything.
853,toss and serve with some extra parmesan and a good drizzle of olive oil! enjoy!
854,bash up your peanuts and set aside.
854,"slice your ginger into strips, and finely slice your red chilli."
854,throw them into a hot wok with a good glug of vegetable oil.
854,"allow to soften, and then add your cloves of crushed garlic."
854,"mix together, and then add 4 finely sliced spring onions."
854,"allow to soften, and then throw in your pak choi stalks (save the leaves for later)."
854,"mix it up, and then add your peanut butter."
854,"mix with the vegetables, and then add 200ml of vegetable stock."
854,"once the peanut butter has dissolved, allow the sauce to bubble away for 2 minutes."
854,"at this point, add your honey and soy sauce."
854,"mix together, and then throw in your rice noodles."
854,"move them around in the sauce, and then add your pak choi leaves."
854,"mix together, and then add a large handful of chopped coriander, and the juice of a lime."
854,"once the pak choi leaves have wilted (30 seconds) add a large handful of chopped peanuts, mix them in, and then remove the wok from the heat."
854,"serve the noodles in a bowl, and top with more peanuts, chopped spring onion and coriander leaves! enjoy!"
855,chop your tofu up into little cubes.
855,dab cubes with kitchen roll to remove the excess moisture.
855,place the tofu cubes into a bowl.
855,"add 4 tbsp of your soy sauce, one heaped tbsp of grated ginger, a tsp of grated garlic, and sesame oil."
855,gently mix together.
855,"cover the bowl, place it in the fridge and leave to marinate for 15 minutes."
855,remove tofu from the fridge.
855,pour a good helping of cornflour into a bowl.
855,"one by one, roll each tofu cube in the cornflour so they are coated on all sides."
855,"by the end, they should all have a gummy layer of cornflour on each side."
855,"pour 1 part rice to 2 parts boiling water into a pan and cook on a medium heat, until the rice has absorbed all the water."
855,heat a large frying pan and pour in a good glug of vegetable oil.
855,place your tofu cubes in the pan.
855,cook on a medium heat.
855,each cube will need about 4 minutes on each side.
855,just keep turning them until all sides are golden.
855,"once golden on all sides, remove the cubes from the heat."
855,set them on some kitchen roll so any excess oil is soaked up.
855,sauce time.
855,place a pan on the heat and pour in the leftover marinade.
855,"add your last tbsp of soy sauce, a chopped red chilli, chopped spring onions, a tsp of grated ginger and a glass of water."
855,"as the sauce is bubbling, mix one tsp of cornflour in with a glass of water until it is dissolved."
855,pour this water into the sauce and mix it in.
855,remove the sauce from the heat when it is thick and sticky.
855,time to serve up.
855,"in a bowl, spoon in some rice, then lots of the crispy tofu and pour over some of the sauce."
855,garnish with some chopped spring onions and tuck in! enjoy!
856,heat a non-stick pan.
856,add the sliced brown onions and sliced garlic cloves.
856,fry until soft.
856,"add the tofu cubes and curry paste, stir fry for 1 minute and then add the sweet potato."
856,stir well.
856,dissolve stock cube into 300ml of water and pour the coconut milk and stock over.
856,"bring to the boil, reduce the heat, cover and simmer for 20 minutes after 20 minutes, remove the lid and let the curry bubble away and reduce until it has thickened."
856,cover and set aside.
856,couscous time.
856,pour some olive oil into a frying pan and add your cauliflower couscous.
856,add a large handful of frozen peas.
856,cook until the peas are hot and then add a large handful of chopped coriander.
856,season with salt and pepper.
856,remove from the heat.
856,time to serve up.
856,"divide the cauliflower couscous between four plates, top with the curry and garnish with any leftover coriander leaves."
856,enjoy!
857,preheat oven to 170c/338f.
857,place your pork belly on a baking tray.
857,score the skin diagonally in each direction to create diamond shapes on the skin.
857,"add 3 heaped tsp of zaatar, crushed garlic clove, a large pinch of salt, pepper and a glug of olive oil."
857,"get your hands involved and mix everything together, rubbing the zaatar into the meat."
857,make sure the pork is skin side up.
857,sprinkle some more salt on the skin and place in the oven for 2 and a half hours.
857,pickled onion time.
857,grab a bowl.
857,finely slice the red onions and chuck them in.
857,squeeze the juice of a lemon over the onions and add a good pinch of salt.
857,scrunch the lemon juice and salt into the onions.
857,place the bowl in the fridge for a couple of hours.
857,tzatziki time.
857,(remember to squeeze the cucumber gratings to get rid of the excess water).
857,"mix your yogurt, a grated cucumber, lemon zest, the juice of one lemon, salt, pepper, olive oil and a large handful of chopped mint."
857,mix everything together and set aside.
857,tomato time.
857,"finely chop up your tomatoes and add to a bowl with a heaped teaspoon of zaatar, salt, pepper and olive oil."
857,mix everything together.
857,"just before you take out the pork, add a handful of chopped parsley to the onions and mix it in."
857,this will ensure the parsley doesnt get soggy.
857,"after 2 and a half hours in the oven, the pork should be done."
857,"to make sure the skin is crackly, just leave the pork under the grill for 5 minutes, checking it regularly to make sure it doesnt burn."
857,remove the pork from the oven and carve it up into slices.
857,assemble time.
857,"take a warm pitta, and spoon in some tzatziki."
857,add a good spoon of the pickled onions.
857,"add a generous helping of the pork, topped with tomatoes and a dollop more of the tzatziki, and serve! enjoy!"
858,rinse your rice.
858,boil it in 2 times the amount of water.
858,grate carrots and the ginger.
858,"finely slice one red chilli, cloves of garlic, the coriander stalks and the onion."
858,"slice up your pak choi, keeping the white stalks and the leaves separate."
858,pour some vegetable oil into a large pan.
858,fry the onions and garlic until softened.
858,add the grated ginger and the sliced red chilli.
858,allow to soften.
858,add the coriander stalks and the grated carrot.
858,"mix everything together, cook for a further minute or so."
858,add the cooked rice.
858,mix together and add the nasi goreng paste.
858,mix it all in.
858,add the pak choi stalks.
858,allow to cook for 3 minutes and then add the pak choi leaves.
858,mix everything together.
858,cook for a further minute and remove from the heat.
858,serve the rice steaming hot and place the fried eggs on top.
858,cut into those runny yolks and enjoy!
859,dissolve the stock cubes in a litre of water.
859,finely dice your onion and cloves of garlic.
859,add to a deep pan with a good glug of olive oil.
859,fry until soft and pour in your arborio rice.
859,"mix the rice about, coating it in the oil."
859,"keep adding stock, bit by bit."
859,"as the rice absorbs the stock, pour in a bit more."
859,"keep beating the rice about with a wooden spoon to release the starch, making it thick and oozy."
859,"after 5 minutes of cooking the rice, get a bowl of boiling water."
859,add two large handfuls of frozen broad beans and two large handfuls of frozen peas.
859,chop your asparagus spears into bite-size pieces.
859,"add them to a bowl, covering them with hot vegetable stock."
859,leave the vegetables to sit in the boiling water.
859,back to the risotto.
859,"keep beating and mixing until the rice is almost done, but still a bit raw in the middle."
859,drain the asparagus and add it to the risotto.
859,mix everything together and add the drained broad beans and peas.
859,keep mixing and adding stock and then add a big knob of butter.
859,beat it in until it has dissolved and the last of the stock has been absorbed.
859,season with salt and pepper.
859,remove from the heat.
859,"add a bowl of grated parmesan, a large handful of chopped parsley, and a large handful of chopped mint."
859,"mix everything together, drizzle over some olive oil, garnish with leftover parsley and mint leaves, and serve with some parmesan shavings! enjoy!"
860,preheat oven to 180c/356f.
860,finely slice your aubergines lengthways.
860,"place on a rack, cover in salt, pepper and olive oil."
860,bake for 15 minutes.
860,"crumble the whole block of feta into a bowl with the ricotta, the zest of a lemon and an egg."
860,"season with salt, pepper and olive oil."
860,mix everything together and set aside.
860,finely chop the onions and cloves of garlic.
860,fry in a large sauce pan until soft and add your lamb mince.
860,allow it to brown.
860,add your cinnamon and dried oregano.
860,season with salt and pepper and add a large handful of chopped parsley.
860,mix together.
860,add a tin of chopped tomatoes.
860,mix and cook over a medium heat for 8 minutes until the sauce has thickened.
860,remove from the heat.
860,layer time.
860,spoon half of your lamb mixture into a baking dish.
860,cover the mixture with half of your slices of cooked aubergine.
860,cover the aubergine with the other half of the lamb mix and cover this with your remaining aubergines.
860,"cover this with your ricotta mix and place under a hot grill for ten minutes, or until the ricotta mix starts to get little burn marks over on top."
860,"remove from the oven, slice up and enjoy!"
861,start by placing your fresh white bread (without crusts) in a bowl.
861,pour enough milk over the bread so that it is covered and leave to soak.
861,"into a large bowl, add your pork and beef mince, a finely diced onion, 2 cloves grated garlic, a large handful of parsley, ground fennel seeds, 3 egg yolks, a good sprinkle of salt and pepper, and your milk soaked bread."
861,mix everything together with your hands.
861,divide the mixture into 12 balls.
861,place a frying pan on a medium-high with a good glug of vegetable oil.
861,"when the oil is hot, place your balls into the pan."
861,"after 4 minutes, turn the balls."
861,keep turning the balls until they are brown on all sides.
861,"remove the balls from the pan, and place them on a plate to sit."
861,wipe out the pan and place back on the heat.
861,fry two cloves of finely chopped garlic for 1 minute.
861,add your passata and a glass of water.
861,"season with salt and pepper, and add a large handful of chopped parsley."
861,"mix everything together, and allow the sauce to simmer until it has thickened."
861,reintroduce the meatballs to the pan.
861,"turn the balls around in the sauce, and leave to cook over a medium heat for 7 more minutes, bathing the balls regularly."
861,assemble time.
861,cut a large ciabatta loaf in half length ways.
861,spoon over some of your marinara sauce onto the bottom half.
861,"add the meatballs, and cover them with the remaining sauce."
861,lay a thin slice of mozzarella over each ball.
861,"sprinkle over some more ground fennel seeds and place the sub under a grill for 7 minutes, or until the cheese has melted."
861,place the top half over the sub in the oven as well so it can toast.
861,"when the cheese has melted, remove the sub and place on a board."
861,take the top half of the loaf and give it a good drizzle of olive oil.
861,"place it on top of the meatballs, carve it up and enjoy!"
862,"to start, grate all your beetroot and add to a bowl."
862,"break in 2 eggs, soy sauce, sesame oil, grated ginger, coriander, chilli flakes and mix together."
862,grease your baking tray then mold the beetroot mix into 8 pattys and place them on the tray.
862,drizzle with olive oil and bake for 25 minutes at 180c/356f.
862,"chop your avocados and place in a bowl with your coriander, a squeeze of lime, pinch of salt and pepper, and a glug of olive oil."
862,mash together.
862,"remove your beetroot from the oven, flip each patty then bake for another 15 minutes."
862,time to poach your remaining eggs.
862,bring a pan of water to the boil and drop your egg into the water.
862,"leave for about 3 minutes then remove, check to see if its done and if not pop back in for 30 seconds."
862,now youre ready to plate up.
862,"place 2 rostis on a plate, followed by your guacamole and top with a poached egg."
862,enjoy!
863,grate a large thumb of ginger.
863,"finely chop your cloves of garlic, green chillies and brown onions."
863,"fry the garlic, green chillies and ginger in a pan for 1 minute."
863,add your chopped onions and fry on a medium heat until soft.
863,"add your cumin, ground coriander, garam masala and turmeric."
863,"then, add your diced chicken thighs."
863,once the meat has browned add the tins of chopped or plum tomatoes.
863,fill the empty tins halfway with water and pour that into the curry.
863,"turn the curry onto a medium heat, and let it bubble away for 15 minutes, or until it is thick and the chicken is cooked through."
863,serve on steaming hot basmati rice.
863,enjoy!
864,slice your vegetables into thin strips.
864,"cover in olive oil, salt and pepper."
864,"then whack them on the barbecue, and remove when soft and charred."
864,the fennel slices will probably take a bit longer.
864,arrange cooked vegetables on a big board.
864,"grate over the zest of your lemon, and then squeeze over the juice."
864,"add a large handful of chopped mint, a large handful of chopped basil, and a good grating of pepper."
864,"tear over the balls of mozzarella, and drizzle over a bit more olive oil."
864,enjoy!
865,prep time.
865,"peel the cucumber, half it, scoop out the seeds and slice it up."
865,"remove the seeds from your red pepper and green pepper, and chop into chunks."
865,chop the garlic cloves into slices.
865,slice up 3 spring onions.
865,tear up a bread roll.
865,throw all these ingredients into a large bowl along with your tomatoes.
865,"add the sherry vinegar, 5 tbsp of olive oil and a generous sprinkle of salt and pepper."
865,get your hands stuck in and crush everything into a pulp.
865,"once it is broken down, get the blender involved."
865,blend until smooth and ladle the gazpacho into a pouring jug.
865,"serve with lots of ice, a drizzle of good olive oil and a bit of pepper."
865,enjoy!
866,place banana on tin foil.
866,"create a parcel, making sure there are no gaps or holes."
866,this will allow the banana to steam.
866,place the parcels in the barbecue embers for 30 minutes.
866,open tin foil.
866,"if the skins are black, they are ready."
866,"cut a slice in the skin, and then add 1 or 2 scoops of vanilla ice cream, and drizzle over some maple syrup."
866,enjoy!
867,make your marinade.
867,"grab a bowl, add 2 heaped tbsp of grated ginger, soy sauce, sesame oil, the juice of a lime and a clove of grated garlic."
867,take your mackerels.
867,"score each side three times, and drizzle over some olive oil and then place onto the barbecue."
867,"depending on the heat, the fish should need about 5 minutes on each side."
867,"turn the fish when the flesh on the bottom half is white, and the skin in charred and crispy."
867,"at this point, brush over half your marinade."
867,"when the fish is cooked through, place them onto a board."
867,make sure the side that had no marinade on it is facing up.
867,brush over the remainder of your marinade.
867,"scatter over some coriander leaves, some chopped red chillies, and serve with some lime to squeeze over."
867,enjoy!
868,defrost cod fillets.
868,finely chop your cod and prawns into small chunks.
868,throw them into a bowl.
868,"add the finely sliced shallots, the zest of a lemon, a handful of chopped parsley and 1 grated clove of garlic."
868,"season with salt, pepper and olive oil, and mix it all together."
868,divide the fish mix into 4 patties.
868,"place them on a board, cover with cling film and refrigerate for 1 hour."
868,this will firm up the patties.
868,"while the burgers are chilling, make your mayo."
868,squeeze half a bottle of mayo into a bowl.
868,"grate in a clove of garlic, squeeze in the juice of a lemon and add a handful of chopped coriander."
868,season with salt and pepper and mix it all together.
868,keep in the fridge until you serve.
868,barbecue time.
868,"fire up the bbq, and when it is at a medium to high heat, place your patties on the grill."
868,"grill for 7 minutes on the first side, and flip them as they begin to char."
