sent_id,token_text,token_lemma,token_tag,NER_tags
3440,goat,goat,NN,B-NAME
3440,cheese,cheese,NN,I-NAME
3440,or,or,CC,O
3440,120,120,CD,B-QUANTITY
3440,g,g,NN,B-UNIT
3440,feta,feta,NN,B-NAME
3440,cheese,cheese,NN,I-NAME
3441,1-2,1-2,JJ,B-QUANTITY
3441,tablespoon,tablespoon,NN,B-UNIT
3441,cream,cream,NN,B-NAME
3441,or,or,CC,O
3441,1-2,1-2,JJ,O
3441,tablespoon,tablespoon,NN,O
3441,milk,milk,NN,O
3442,grated,grated,VBN,B-STATE
3442,pecorino,pecorino,NN,O
3442,cheese,cheese,NN,B-NAME
3442,or,or,CC,O
3442,parmesan,parmesan,JJ,O
3442,cheese,cheese,NN,O
3443,1,1,CD,B-QUANTITY
3443,cup,cup,NN,B-UNIT
3443,homemade,homemade,NN,O
3443,tomato,tomato,NN,B-NAME
3443,sauce,sauce,NN,I-NAME
3443,or,or,CC,O
3443,1,1,CD,O
3443,cup,cup,NN,O
3443,spaghetti,spaghetti,NNS,O
3443,sauce,sauce,VBP,O
3444,1,1,CD,B-QUANTITY
3444,lb,lb,JJ,B-UNIT
3444,penne,penne,NN,O
3444,or,or,CC,O
3444,1,1,CD,O
3444,lb,lb,JJ,O
3444,rigatoni,rigatoni,NN,O
3444,pasta,pasta,NN,O
3445,1/2,1/2,CD,B-QUANTITY
3445,teaspoon,teaspoon,NN,B-UNIT
3445,vanilla,vanilla,NN,B-NAME
3445,or,or,CC,O
3445,1/2,1/2,CD,O
3445,teaspoon,teaspoon,NN,O
3445,other,other,JJ,O
3445,extract,extract,NN,O
3446,1/4,1/4,CD,B-QUANTITY
3446,cup,cup,NN,B-UNIT
3446,butter,butter,NN,B-NAME
3446,or,or,CC,O
3446,1/4,1/4,CD,O
3446,cup,cup,NNS,O
3446,margarine,margarine,NN,O
3447,3,3,CD,B-QUANTITY
3447,cans,can,NNS,B-UNIT
3447,sauerkraut,sauerkraut,JJ,O
3447,",",",",",",O
3447,juice,juice,NN,O
3447,and,and,CC,O
3447,all,all,DT,O
3448,1 1/2,1 1/2,CD,B-QUANTITY
3448,tablespoons,tablespoon,NNS,B-UNIT
3448,lemon,lemon,JJ,B-NAME
3448,&,&,CC,O
3448,herb,herb,NN,O
3448,seasoning,seasoning,NN,O
3449,salt,salt,NN,I-NAME
3449,and,and,CC,O
3449,black,black,JJ,I-NAME
3449,pepper,pepper,NN,I-NAME
3450,1,1,CD,B-QUANTITY
3450,cup,cup,JJ,B-UNIT
3450,cream,cream,NN,B-NAME
3450,or,or,CC,O
3450,1,1,CD,O
3450,cup,cup,NNS,O
3450,milk,milk,NN,O
3451,2,2,CD,B-QUANTITY
3451,anchovy,anchovy,JJ,B-NAME
3451,fillets,fillet,NNS,I-NAME
3451,or,or,CC,O
3451,1,1,CD,O
3451,tablespoon,tablespoon,NN,O
3451,anchovy,anchovy,NN,O
3451,paste,paste,NN,O
3452,1/3,1/3,CD,B-QUANTITY
3452,cup,cup,NN,B-UNIT
3452,chicken,chicken,NN,B-NAME
3452,stock,stock,NN,I-NAME
3452,or,or,CC,O
3452,1/3,1/3,CD,O
3452,cup,cup,NN,O
3452,vegetable,vegetable,JJ,O
3452,stock,stock,NN,O
3453,1,1,CD,B-QUANTITY
3453,cup,cup,JJ,B-UNIT
3453,reduced-sodium,reduced-sodium,NN,O
3453,chicken,chicken,NN,B-NAME
3453,broth,broth,NN,I-NAME
3453,or,or,CC,O
3453,1,1,CD,O
3453,cup,cup,NN,O
3453,vegetable,vegetable,JJ,O
3453,broth,broth,NN,O
3454,flat,flat,JJ,I-NAME
3454,bread,bread,NN,I-NAME
3454,-LRB-,-LRB-,NNS,O
3454,such,such,JJ,O
3454,as,a,IN,O
3454,lavash,lavash,NN,O
3454,or,or,CC,O
3454,barbari,barbari,NN,O
3454,-RRB-,-RRB-,NN,O
3455,1,1,CD,B-QUANTITY
3455,jar,jar,NN,B-UNIT
3455,tomato,tomato,NN,B-NAME
3455,and,and,CC,O
3455,basil,basil,NN,I-NAME
3455,pasta,pasta,NN,I-NAME
3455,sauce,sauce,NN,I-NAME
3455,",",",",",",O
3455,Barilla,Barilla,NNP,O
3455,brand,brand,NN,O
3456,shredded,shredded,VBN,B-STATE
3456,cheese,cheese,JJ,B-NAME
3456,-LRB-,-LRB-,NN,O
3456,I,I,PRP,O
3456,like,like,IN,O
3456,the,the,DT,O
3456,mexican,mexican,JJ,O
3456,mix,mix,NN,O
3456,or,or,CC,O
3456,taco,taco,VB,O
3456,cheese,cheese,JJ,O
3456,-RRB-,-RRB-,NNS,O
3457,1,1,CD,B-QUANTITY
3457,tablespoon,tablespoon,NN,B-UNIT
3457,white,white,JJ,B-NAME
3457,wine,wine,NN,I-NAME
3457,vinegar,vinegar,NN,I-NAME
3457,or,or,CC,O
3457,1,1,CD,O
3457,tablespoon,tablespoon,NN,O
3457,cider,cider,NN,O
3457,vinegar,vinegar,NN,O
3458,1,1,CD,B-QUANTITY
3458,lemon,lemon,JJ,B-NAME
3458,-LRB-,-LRB-,NNP,O
3458,juice,juice,NN,O
3458,and,and,CC,O
3458,zest,zest,JJS,O
3458,-RRB-,-RRB-,NN,O
3459,2,2,CD,B-QUANTITY
3459,tablespoons,tablespoon,NNS,B-UNIT
3459,lime,lime,JJ,B-NAME
3459,juice,juice,NN,I-NAME
3459,",",",",",",O
3459,and,and,CC,O
3459,pulp,pulp,NN,O
3460,500,500,CD,B-QUANTITY
3460,g,g,JJ,B-UNIT
3460,lean,lean,JJ,B-STATE
3460,ground,ground,NN,I-STATE
3460,beef,beef,NN,B-NAME
3460,or,or,CC,O
3460,500,500,CD,O
3460,g,g,NN,O
3460,ground,ground,NN,O
3460,lamb,lamb,NN,O
3461,kosher,kosher,NN,I-NAME
3461,salt,salt,NN,I-NAME
3461,and,and,CC,O
3461,black,black,JJ,I-NAME
3461,pepper,pepper,NN,I-NAME
3462,1,1,CD,B-QUANTITY
3462,red,red,JJ,B-NAME
3462,pepper,pepper,NN,I-NAME
3462,-LRB-,-LRB-,NN,O
3462,or,or,CC,O
3462,yellow,yellow,JJ,O
3462,pepper,pepper,NN,O
3462,or,or,CC,O
3462,green,green,JJ,O
3462,pepper,pepper,NN,O
3462,",",",",",",O
3462,or,or,CC,O
3462,all,all,DT,O
3462,three,three,CD,O
3462,-RRB-,-RRB-,NNS,O
3463,1,1,CD,B-QUANTITY
3463,habanero,habanero,NN,B-NAME
3463,peppers,pepper,NNS,I-NAME
3463,or,or,CC,O
3463,1,1,CD,O
3463,scotch,scotch,JJ,O
3463,bonnet,bonnet,NN,O
3463,pepper,pepper,NN,O
3464,3,3,CD,B-QUANTITY
3464,kaffir,kaffir,NN,O
3464,lime,lime,NN,B-NAME
3464,leaves,leaf,VBZ,O
3464,or,or,CC,O
3464,3,3,CD,O
3464,tablespoons,tablespoon,NNS,O
3464,fresh,fresh,JJ,O
3464,lime,lime,JJ,O
3464,juice,juice,NN,O
3464,plus,plus,CC,O
3464,1 1/2,1 1/2,CD,O
3464,teaspoons,teaspoon,NNS,O
3464,lime,lime,RB,O
3464,zest,zest,JJS,O
3465,1,1,CD,B-QUANTITY
3465,tablespoon,tablespoon,NN,B-UNIT
3465,milk,milk,NN,B-NAME
3465,or,or,CC,O
3465,1,1,CD,O
3465,tablespoon,tablespoon,NN,O
3465,cream,cream,NN,O
3466,1,1,CD,B-QUANTITY
3466,quiche,quiche,NN,O
3466,pastry,pastry,NN,B-NAME
3466,dough,dough,NN,I-NAME
3466,or,or,CC,O
3466,1,1,CD,O
3466,pie,pie,NN,O
3466,crust,crust,NN,O
3467,sea,sea,NN,I-NAME
3467,salt,salt,NN,I-NAME
3467,",",",",",",O
3467,and,and,CC,O
3467,freshly,freshly,RB,DF
3467,ground,ground,NN,B-STATE
3468,4,4,CD,B-QUANTITY
3468,apples,apple,NNS,B-NAME
3468,",",",",",",O
3468,cubed,cubed,NNS,B-STATE
3468,and,and,CC,O
3468,seeded,seeded,VBD,I-STATE
3468,-LRB-,-LRB-,NNP,O
3468,use,use,IN,O
3468,a,a,DT,O
3468,good,good,JJ,O
3468,flavored,flavored,VBN,O
3468,apple,apple,NN,O
3468,such,such,JJ,O
3468,as,a,IN,O
3468,Pink,Pink,NNP,O
3468,Lady,Lady,NNP,O
3468,",",",",",",O
3468,Gala,Gala,NNP,O
3468,or,or,CC,O
3468,Fuji,Fuji,NNP,O
3468,-RRB-,-RRB-,VBP,O
3469,1,1,CD,B-QUANTITY
3469,1,1,CD,I-QUANTITY
3469,pork,pork,NN,B-NAME
3469,bouillon,bouillon,NN,I-NAME
3469,cube,cube,NN,I-NAME
3469,or,or,CC,O
3469,1,1,CD,B-QUANTITY
3469,vegetable,vegetable,JJ,B-NAME
3469,bouillon,bouillon,NN,I-NAME
3469,cube,cube,NN,I-NAME
3469,-LRB-,-LRB-,VBD,O
3469,1,1,CD,O
3469,large,large,JJ,O
3469,or,or,CC,O
3469,2,2,CD,O
3469,small,small,JJ,O
3469,-RRB-,-RRB-,NN,O
3470,2/3,2/3,CD,B-QUANTITY
3470,cup,cup,NN,B-UNIT
3470,tequila,tequila,NN,B-NAME
3470,or,or,CC,O
3470,2/3,2/3,CD,O
3470,cup,cup,NN,O
3470,clear,clear,JJ,O
3470,soda,soda,NN,O
3470,pop,pop,NN,O
3471,salt,salt,NN,I-NAME
3471,",",",",",",O
3471,and,and,CC,O
3472,1,1,CD,B-QUANTITY
3472,large,large,JJ,SIZE
3472,orange,orange,NN,B-NAME
3472,",",",",",",O
3472,zest,zest,NN,O
3472,and,and,CC,O
3472,juice,juice,NN,O
3473,2,2,CD,B-QUANTITY
3473,salmon,salmon,JJ,B-NAME
3473,steaks,steak,NNS,I-NAME
3473,",",",",",",O
3473,nice,nice,JJ,O
3473,and,and,CC,O
3473,thick,thick,JJ,O
3474,1-2,1-2,JJ,B-QUANTITY
3474,tablespoon,tablespoon,NN,B-UNIT
3474,apricot,apricot,NN,B-NAME
3474,jam,jam,NN,I-NAME
3474,-LRB-,-LRB-,NNP,O
3474,choice,choice,NN,O
3474,of,of,IN,O
3474,apricot,apricot,NN,I-NAME
3474,",",",",",",O
3474,apple,apple,NN,I-NAME
3474,or,or,CC,O
3474,peach,peach,NN,I-NAME
3474,",",",",",",O
3474,jam,jam,NN,I-NAME
3474,or,or,CC,O
3474,jelly,jelly,RB,O
3474,-RRB-,-RRB-,JJ,O
3474,-LRB-,-LRB-,NNP,O
3474,optional,optional,JJ,O
3474,-RRB-,-RRB-,NN,O
3475,1,1,CD,B-QUANTITY
3475,teaspoon,teaspoon,NN,B-UNIT
3475,turmeric,turmeric,JJ,B-NAME
3475,powder,powder,NN,I-NAME
3475,or,or,CC,O
3475,1,1,CD,O
3475,teaspoon,teaspoon,NN,O
3475,curry,curry,NN,O
3475,powder,powder,NN,O
3476,2,2,CD,B-QUANTITY
3476,lbs,lb,JJ,B-UNIT
3476,bread,bread,NN,B-NAME
3476,flour,flour,NN,I-NAME
3476,-LRB-,-LRB-,NN,O
3476,or,or,CC,O
3476,1,1,CD,O
3476,lb,lb,JJ,O
3476,whole,whole,JJ,O
3476,wheat,wheat,NN,O
3476,flour,flour,NN,O
3476,and,and,CC,O
3476,1,1,CD,O
3476,lb,lb,NNS,O
3476,bread,bread,JJ,O
3476,flour,flour,VBP,O
3476,or,or,CC,O
3476,2,2,CD,O
3476,lbs,lb,JJ,O
3476,whole,whole,JJ,O
3476,wheat,wheat,NN,O
3476,flour,flour,NN,O
3476,-RRB-,-RRB-,NN,O
3477,3,3,CD,B-QUANTITY
3477,lbs,lb,JJ,B-UNIT
3477,squash,squash,NN,B-NAME
3477,",",",",",",O
3477,sliced,sliced,VBN,B-STATE
3477,",",",",",",O
3477,large,large,JJ,SIZE
3477,slices,slice,NNS,B-UNIT
3477,quartered,quartered,VBD,B-STATE
3477,-LRB-,-LRB-,NNP,O
3477,yellow,yellow,NN,O
3477,or,or,CC,O
3477,zucchini,zucchini,NN,O
3477,or,or,CC,O
3477,Mexican,Mexican,JJ,O
3477,squash,squash,NN,O
3477,-RRB-,-RRB-,NN,O
3478,1,1,CD,B-QUANTITY
3478,tablespoon,tablespoon,NN,B-UNIT
3478,butter,butter,NN,B-NAME
3478,or,or,CC,O
3478,1,1,CD,O
3478,tablespoon,tablespoon,NN,O
3478,margarine,margarine,NN,O
3479,1,1,CD,B-QUANTITY
3479,pinch,pinch,NN,B-UNIT
3479,salt,salt,NN,B-NAME
3479,&,&,CC,O
3479,fresh,fresh,JJ,DF
3479,ground,ground,NN,B-STATE
3479,pepper,pepper,NN,B-NAME
3480,200,200,CD,B-QUANTITY
3480,g,g,NN,B-UNIT
3480,ground,ground,NN,B-STATE
3480,beef,beef,NN,B-NAME
3480,or,or,CC,O
3480,200,200,CD,O
3480,g,g,NNS,O
3480,lamb,lamb,NN,O
3481,6,6,CD,B-QUANTITY
3481,tablespoons,tablespoon,NNS,B-UNIT
3481,green,green,JJ,B-NAME
3481,masala,masala,NN,I-NAME
3481,-LRB-,-LRB-,NNP,O
3481,ginger,ginger,NN,O
3481,",",",",",",O
3481,garlic,garlic,JJ,O
3481,and,and,CC,O
3481,green,green,JJ,O
3481,chilli,chilli,NN,O
3481,paste,paste,NN,O
3481,-RRB-,-RRB-,NN,O
3482,1,1,CD,B-QUANTITY
3482,teaspoon,teaspoon,NN,B-UNIT
3482,dried,dried,VBD,DF
3482,oregano,oregano,JJ,B-NAME
3482,-LRB-,-LRB-,NN,O
3482,when,when,WRB,O
3482,in,in,IN,O
3482,season,season,NN,O
3482,",",",",",",O
3482,use,use,VBP,O
3482,fresh,fresh,JJ,O
3482,hot,hot,JJ,O
3482,and,and,CC,O
3482,spicy,spicy,JJ,O
3482,oregano,oregano,NN,O
3482,and,and,CC,O
3482,double,double,VB,O
3482,the,the,DT,O
3482,amount,amount,NN,O
3482,-RRB-,-RRB-,NN,O
3483,gold,gold,NN,I-NAME
3483,dragees,dragee,NNS,I-NAME
3483,or,or,CC,O
3483,silver,silver,NN,O
3483,dragees,dragee,NNS,O
3483,",",",",",",O
3483,for,for,IN,O
3483,garnish,garnish,JJ,O
3484,1,1,CD,B-QUANTITY
3484,jar,jar,NN,B-UNIT
3484,pasta,pasta,NN,B-NAME
3484,sauce,sauce,VBP,I-NAME
3484,-LRB-,-LRB-,NN,O
3484,I,I,PRP,O
3484,use,use,VBP,O
3484,Prego,Prego,JJ,O
3484,traditional,traditional,JJ,O
3484,or,or,CC,O
3484,make,make,VB,O
3484,homemade,homemade,NN,O
3484,-RRB-,-RRB-,NN,O
3485,1/2,1/2,CD,B-QUANTITY
3485,1/2,1/2,CD,I-QUANTITY
3485,cup,cup,NN,B-UNIT
3485,white,white,JJ,B-NAME
3485,wine,wine,NN,I-NAME
3485,or,or,CC,O
3485,1/2,1/2,CD,O
3485,cup,cup,NNS,O
3485,beer,beer,NN,O
3486,1/4,1/4,CD,B-QUANTITY
3486,cup,cup,NN,B-UNIT
3486,peanuts,peanut,NNS,B-NAME
3486,or,or,CC,O
3486,1/4,1/4,CD,O
3486,cup,cup,NN,O
3486,canola,canola,NN,O
3486,oil,oil,NN,O
3487,1,1,CD,B-QUANTITY
3487,tablespoon,tablespoon,NN,B-UNIT
3487,garlic,garlic,JJ,B-NAME
3487,powder,powder,NN,I-NAME
3487,",",",",",",O
3487,and,and,CC,O
3488,bacon,bacon,NN,I-NAME
3488,fat,fat,NN,O
3488,or,or,CC,O
3488,vegetable,vegetable,JJ,O
3488,shortening,shortening,NN,O
3489,1,1,CD,B-QUANTITY
3489,kg,kg,NN,B-UNIT
3489,ground,ground,NN,B-STATE
3489,lamb,lamb,VBD,B-NAME
3489,or,or,CC,O
3489,1,1,CD,O
3489,kg,kg,NNS,O
3489,beef,beef,NN,O
3490,1,1,CD,B-QUANTITY
3490,cup,cup,NN,B-UNIT
3490,chicken,chicken,NN,B-NAME
3490,stock,stock,NN,I-NAME
3490,or,or,CC,O
3490,1,1,CD,O
3490,cup,cup,NN,O
3490,vegetable,vegetable,JJ,O
3490,stock,stock,NN,O
3491,2,2,CD,B-QUANTITY
3491,tablespoons,tablespoon,NNS,B-UNIT
3491,butter,butter,NN,B-NAME
3491,or,or,CC,O
3491,2,2,CD,O
3491,margarine,margarine,NN,O
3492,1,1,CD,B-QUANTITY
3492,1,1,CD,I-QUANTITY
3492,teaspoon,teaspoon,NN,B-UNIT
3492,ground,ground,NN,B-STATE
3492,ginger,ginger,NN,B-NAME
3492,",",",",",",O
3492,if,if,IN,O
3492,fresh,fresh,JJ,DF
3492,or,or,CC,O
3492,1,1,CD,B-QUANTITY
3492,teaspoon,teaspoon,NN,B-UNIT
3492,candied,candied,VBD,B-STATE
3492,ginger,ginger,NN,B-NAME
3492,",",",",",",O
3492,is,is,VBZ,O
3492,n't,n't,RB,O
3492,available,available,JJ,O
3492,but,but,CC,O
3492,the,the,DT,O
3492,flavor,flavor,NN,O
3492,wo,wo,MD,O
3492,n't,n't,RB,O
3492,be,be,VB,O
3492,the,the,DT,O
3492,same,same,JJ,O
3493,1,1,CD,B-QUANTITY
3493,teaspoon,teaspoon,NN,B-UNIT
3493,orange,orange,NN,B-NAME
3493,zest,zest,NN,I-NAME
3493,or,or,CC,O
3493,1,1,CD,O
3493,teaspoon,teaspoon,NN,O
3493,lemon,lemon,NN,O
3493,zest,zest,NN,O
3494,1,1,CD,B-QUANTITY
3494,lb,lb,JJ,B-UNIT
3494,ground,ground,NN,B-STATE
3494,lamb,lamb,VBD,B-NAME
3494,or,or,CC,O
3494,1,1,CD,O
3494,lb,lb,JJ,O
3494,ground,ground,NN,O
3494,beef,beef,NN,O
3495,1,1,CD,B-QUANTITY
3495,jar,jar,NN,B-UNIT
3495,tomato,tomato,NN,B-NAME
3495,and,and,CC,O
3495,basil,basil,NN,I-NAME
3495,pasta,pasta,NN,I-NAME
3495,sauce,sauce,NN,I-NAME
3496,1/2,1/2,CD,B-QUANTITY
3496,tablespoon,tablespoon,NN,B-UNIT
3496,butter,butter,NN,B-NAME
3496,or,or,CC,O
3496,1/2,1/2,CD,O
3496,tablespoon,tablespoon,NN,O
3496,margarine,margarine,NN,O
3497,raspberries,raspberry,NNS,O
3497,or,or,CC,O
3497,strawberry,strawberry,NN,I-NAME
3498,1,1,CD,B-QUANTITY
3498,teaspoon,teaspoon,NN,B-UNIT
3498,erythritol,erythritol,NN,B-NAME
3498,",",",",",",O
3498,xylitol,xylitol,NNP,O
3498,or,or,CC,O
3498,1,1,CD,B-QUANTITY
3498,teaspoon,teaspoon,NN,B-UNIT
3498,coconut,coconut,NN,B-NAME
3498,sugar,sugar,NN,I-NAME
3499,1/4,1/4,CD,B-QUANTITY
3499,teaspoon,teaspoon,NN,B-UNIT
3499,chili,chili,NN,B-NAME
3499,-LRB-,-LRB-,NNP,O
3499,ground,ground,NN,B-STATE
3499,or,or,CC,O
3499,powder,powder,NN,O
3499,-RRB-,-RRB-,NN,O
3500,1,1,CD,B-QUANTITY
3500,teaspoon,teaspoon,NN,B-UNIT
3500,unsalted,unsalted,JJ,B-STATE
3500,butter,butter,NN,B-NAME
3500,or,or,CC,O
3500,1,1,CD,O
3500,teaspoon,teaspoon,NN,O
3500,margarine,margarine,NN,O
3501,1,1,CD,B-QUANTITY
3501,teaspoon,teaspoon,NN,B-UNIT
3501,unsalted,unsalted,JJ,B-STATE
3501,butter,butter,NN,B-NAME
3501,or,or,CC,O
3501,1,1,CD,O
3501,teaspoon,teaspoon,NN,O
3501,lard,lard,NN,O
3502,lemon,lemon,JJ,I-NAME
3502,slices,slice,NNS,B-UNIT
3502,or,or,CC,O
3502,orange,orange,NN,O
3502,slice,slice,NN,O
3503,1,1,CD,B-QUANTITY
3503,tablespoon,tablespoon,NN,B-UNIT
3503,palm,palm,NN,B-NAME
3503,sugar,sugar,NN,I-NAME
3503,or,or,CC,O
3503,1,1,CD,O
3503,tablespoon,tablespoon,NN,O
3503,brown,brown,NN,O
3503,sugar,sugar,NN,O
3504,1,1,CD,B-QUANTITY
3504,lb,lb,JJ,B-UNIT
3504,lasagna,lasagna,NN,B-NAME
3504,noodle,noodle,JJ,O
3504,-LRB-,-LRB-,NNP,O
3504,dried,dried,VBD,DF
3504,",",",",",",O
3504,or,or,CC,O
3504,no-boil,no-boil,JJ,O
3504,-RRB-,-RRB-,NN,O
3505,1/2,1/2,CD,B-QUANTITY
3505,cup,cup,JJ,B-UNIT
3505,olive,olive,JJ,B-NAME
3505,oil,oil,NN,I-NAME
3505,or,or,CC,O
3505,1/2,1/2,CD,O
3505,cup,cup,NN,O
3505,canola,canola,NN,O
3505,oil,oil,NN,O
3506,1/2,1/2,CD,B-QUANTITY
3506,teaspoon,teaspoon,NN,B-UNIT
3506,salt,salt,NN,B-NAME
3506,&,&,CC,O
3506,pepper,pepper,NN,I-NAME
3506,",",",",",",O
3506,mix,mix,NN,I-NAME
3507,3,3,CD,B-QUANTITY
3507,lbs,lb,JJ,B-UNIT
3507,kabocha,kabocha,NN,B-NAME
3507,squash,squash,NN,I-NAME
3507,or,or,CC,O
3507,3,3,CD,O
3507,lbs,lb,JJ,O
3507,cheese,cheese,JJ,O
3507,pumpkin,pumpkin,NN,O
3507,",",",",",",O
3507,seeded,seeded,VBD,O
3507,",",",",",",O
3507,peeled,peeled,VBN,O
3507,",",",",",",O
3507,and,and,CC,O
3507,diced,diced,VBD,O
3508,sesame,sesame,NN,I-NAME
3508,and,and,CC,O
3508,ginger,ginger,NN,I-NAME
3508,marinade,marinade,NN,I-NAME
3509,1,1,CD,B-QUANTITY
3509,teaspoon,teaspoon,NN,B-UNIT
3509,pastis,pastis,NN,B-NAME
3509,or,or,CC,O
3509,1,1,CD,O
3509,teaspoon,teaspoon,NN,O
3509,Ricard,Ricard,NNP,O
3510,125-150,125-150,JJ,B-QUANTITY
3510,g,g,NN,B-UNIT
3510,butter,butter,NN,B-NAME
3510,or,or,CC,O
3510,125-150,125-150,JJ,O
3510,g,g,NNS,O
3510,margarine,margarine,NN,O
3511,margarine,margarine,NN,I-NAME
3511,or,or,CC,O
3511,butter,butter,NN,O
3512,1/4,1/4,CD,B-QUANTITY
3512,cup,cup,NN,B-UNIT
3512,unbleached,unbleached,VBD,O
3512,flour,flour,JJ,B-NAME
3512,-LRB-,-LRB-,NNP,O
3512,white,white,JJ,I-NAME
3512,or,or,CC,O
3512,whole,whole,JJ,O
3512,wheat,wheat,NN,O
3512,-RRB-,-RRB-,NN,O
3513,1,1,CD,B-QUANTITY
3513,cup,cup,JJ,B-UNIT
3513,broth,broth,NN,B-NAME
3513,or,or,CC,O
3513,1,1,CD,O
3513,cup,cup,NN,O
3513,water,water,NN,O
3514,1,1,CD,B-QUANTITY
3514,orange,orange,NN,B-NAME
3514,",",",",",",O
3514,rind,rind,NN,O
3514,and,and,CC,O
3514,pulp,pulp,NN,I-NAME
3514,of,of,IN,O
3515,2,2,CD,B-QUANTITY
3515,ounces,ounce,NNS,B-UNIT
3515,garlic,garlic,JJ,B-NAME
3515,and,and,CC,O
3515,herb,herb,JJ,I-NAME
3515,butter,butter,NN,I-NAME
3516,2,2,CD,B-QUANTITY
3516,cups,cup,NNS,B-UNIT
3516,penne,penne,JJ,B-NAME
3516,pasta,pasta,NN,I-NAME
3516,-LRB-,-LRB-,NNP,O
3516,regular,regular,NN,O
3516,or,or,CC,O
3516,multigrain,multigrain,NN,O
3516,-RRB-,-RRB-,NNS,O
3517,1,1,CD,B-QUANTITY
3517,tablespoon,tablespoon,NN,B-UNIT
3517,thai,thai,NN,B-NAME
3517,chili,chili,NN,I-NAME
3517,paste,paste,NN,I-NAME
3517,with,with,IN,O
3517,garlic,garlic,JJ,I-NAME
3517,-LRB-,-LRB-,NNP,O
3517,optional,optional,NN,O
3517,",",",",",",O
3517,but,but,CC,O
3517,recommended,recommended,VBD,O
3517,!,!,.,O
3517,-RRB-,-RRB-,NN,O
3518,3/4,3/4,CD,B-QUANTITY
3518,cup,cup,NN,B-UNIT
3518,mango,mango,NN,B-NAME
3518,",",",",",",O
3518,diced,diced,VBD,B-STATE
3518,-LRB-,-LRB-,JJ,O
3518,ripe,ripe,NN,I-STATE
3518,but,but,CC,O
3518,firm,firm,NN,O
3518,-RRB-,-RRB-,NN,O
3519,1/4,1/4,CD,B-QUANTITY
3519,-,-,:,O
3519,1/3,1/3,CD,O
3519,cup,cup,NN,B-UNIT
3519,light,light,JJ,DF
3519,cream,cream,NN,B-NAME
3519,-LRB-,-LRB-,NN,O
3519,such,such,JJ,O
3519,as,a,IN,O
3519,half,half,NN,O
3519,and,and,CC,O
3519,half,half,NN,O
3519,or,or,CC,O
3519,18,18,CD,O
3519,%,%,NN,O
3519,table,table,JJ,O
3519,cream,cream,NN,O
3519,-RRB-,-RRB-,NN,O
3520,1/2,1/2,CD,B-QUANTITY
3520,cup,cup,NN,B-UNIT
3520,warm,warm,JJ,TEMP
3520,cream,cream,NN,B-NAME
3520,or,or,CC,O
3520,1/2,1/2,CD,O
3520,cup,cup,NNS,O
3520,milk,milk,NN,O
3521,1/2,1/2,CD,B-QUANTITY
3521,lb,lb,JJ,B-UNIT
3521,beef,beef,NN,B-NAME
3521,-LRB-,-LRB-,NNP,O
3521,ground,ground,NN,B-STATE
3521,round,round,NN,O
3521,or,or,CC,O
3521,other,other,JJ,O
3521,beef,beef,NN,O
3521,-RRB-,-RRB-,NNS,O
3522,750,750,CD,B-QUANTITY
3522,ml,ml,NN,B-UNIT
3522,merlot,merlot,NN,O
3522,or,or,CC,O
3522,750,750,CD,O
3522,ml,ml,NN,O
3522,Burgundy,Burgundy,NNP,O
3522,wine,wine,NN,O
3523,1/4,1/4,CD,B-QUANTITY
3523,cup,cup,JJ,B-UNIT
3523,raw,raw,JJ,B-STATE
3523,agave,agave,VBP,B-NAME
3523,nectar,nectar,NN,I-NAME
3523,or,or,CC,O
3523,1/4,1/4,CD,O
3523,cup,cup,NN,O
3523,dark,dark,NN,O
3523,honey,honey,NN,O
3524,1,1,CD,B-QUANTITY
3524,liter,liter,JJ,B-UNIT
3524,stock,stock,NN,B-NAME
3524,or,or,CC,O
3524,1,1,CD,O
3524,liter,liter,NN,O
3524,water,water,NN,O
3525,1,1,CD,B-QUANTITY
3525,bag,bag,NN,B-UNIT
3525,plain,plain,NN,O
3525,Doritos,Doritos,NNP,B-NAME
3525,-LRB-,-LRB-,NNP,O
3525,plain,plain,NN,O
3525,or,or,CC,O
3525,cheese,cheese,JJ,O
3525,-RRB-,-RRB-,NNS,O
3526,3/4,3/4,CD,B-QUANTITY
3526,cup,cup,JJ,B-UNIT
3526,olive,olive,JJ,B-NAME
3526,oil,oil,NN,I-NAME
3526,or,or,CC,O
3526,3/4,3/4,CD,O
3526,cup,cup,NN,O
3526,vegetable,vegetable,JJ,O
3526,oil,oil,NN,O
3527,1/2,1/2,CD,B-QUANTITY
3527,cup,cup,NN,B-UNIT
3527,butter,butter,NN,B-NAME
3527,or,or,CC,O
3527,1/2,1/2,CD,O
3527,cup,cup,NNS,O
3527,margarine,margarine,NN,O
3528,1,1,CD,B-QUANTITY
3528,tablespoon,tablespoon,NN,B-UNIT
3528,sugar,sugar,NN,B-NAME
3528,or,or,CC,O
3528,1,1,CD,O
3528,tablespoon,tablespoon,NN,O
3528,honey,honey,NN,O
3529,1,1,CD,B-QUANTITY
3529,clove,clove,NN,O
3529,garlic,garlic,NN,B-NAME
3529,",",",",",",O
3529,pressed,pressed,VBN,O
3529,",",",",",",O
3529,chopped,chopped,VBD,B-STATE
3529,or,or,CC,O
3529,smashed,smashed,VBD,O
3529,",",",",",",O
3529,to,to,TO,O
3529,taste,taste,VB,O
3530,1,1,CD,B-QUANTITY
