,ID,Ingredients,match,order,note
22759,298813923,adobo chipotle pepper juice,powdered chipotle pepper,2,Not perfect
22760,298813923,adobo chipotle pepper puree,powdered chipotle pepper,2,Not perfect
22840,1768372635,chocolate and hazelnuts,ground hazelnuts,1,Not perfect
22847,956333792,queso fresco,fructose,0,Not perfect
22882,1109412905,all purpose flour,all-purpose flour,1,Not perfect
22899,1328866332,baking powder,woodpigeon,0,Not perfect
22918,1324567966,bay leaves,wensleydale,0,Not perfect
22922,1324567966,halfandhalf,half-and-half,0,Not perfect
22944,1462040392,bulb of onions,spring onions,1,Not perfect
22946,1462040392,finger of plantain,green plantains,1,Not perfect
22950,323450603,baking powder,woodpigeon,0,Not perfect
22971,1289098923,baking powder,woodpigeon,0,Not perfect
23020,967158562,angel hair pasta,short pasta,1,Not perfect
23050,1597839705,strips,pastis,0,Not perfect
23066,1597839705,ovalette,alouette,0,Not perfect
23067,1103800788,lasagna noodles according to package instructions,wheat lasagna noodles,2,Not perfect
23072,1103800788,batch of best ever spaghetti sauce,meatless spaghetti sauce,2,Not perfect
23079,350417675,grands flaky refrigerator biscuits,ratafia biscuits,1,Not perfect
23141,1666905389,flour and tbsp,spelt flour,1,Not perfect
23146,868491739,chipotles in adobo,woodpigeon,0,Not perfect
23159,55975621,cream of tartar,pastry cream,1,Not perfect
23194,1772385592,spring mix of spinach,water spinach,1,Not perfect
23213,407446463,unbleached,chanterelle,0,Not perfect
23214,407446463,baking powder,woodpigeon,0,Not perfect
23236,952393012,bunchs of kale,sea kale,1,Not perfect
23252,1175242398,globe,bagel,0,Not perfect
23265,1532585490,bok choy,choco-bake,0,Not perfect
23340,1170755831,cabernet,nectarine,0,Not perfect
23342,1170755831,maui maid teriyaki,vitamin,0,Not perfect
23344,1170755831,saltpepper,apples,0,Not perfect
23345,1170755831,u maine diver scallops,veal scallops,1,Not perfect
23354,1356571698,greek,fenugreek,0,Not perfect
23365,740669952,baking powder,woodpigeon,0,Not perfect
23377,169589378,baking powder,woodpigeon,0,Not perfect
23392,1470674666,baking powder,woodpigeon,0,Not perfect
23432,1484253814,xylitol,oxtail,0,Not perfect
23433,1347807424,baking powder,woodpigeon,0,Not perfect
23449,1841775489,tamarind lemon size,lemon-lime soda,1,Not perfect
23452,1841775489,pepper corns tsp,white peppercorn,1,Not perfect
23473,1543219560,very few onion,yellow onion,1,Not perfect
23488,1012936682,half half,half-and-half,0,Not perfect
23498,1584441034,when you are ready to grill,yel,0,Not perfect
23522,676882246,baking powder,woodpigeon,0,Not perfect
23529,1589181282,baking powder,woodpigeon,0,Not perfect
23575,1927031224,couple of of pepper flakes,red pepper flakes,2,Not perfect
23578,1170253812,all purpose flour,all-purpose flour,1,Not perfect
23580,1170253812,baking powder,woodpigeon,0,Not perfect
23595,1822095743,zaatar,za'atar,0,Not perfect
23613,1478609997,baking powder,woodpigeon,0,Not perfect
23624,1191110527,baking powder,woodpigeon,0,Not perfect
23648,427007444,ea hamburger rolls,lean hamburger,1,Not perfect
23650,579381370,rice krispies cereal,crispix cereal,1,Not perfect
23658,152372499,greek feta,toffee,0,Not perfect
23675,1079095069,bay leaves,wensleydale,0,Not perfect
23682,1079095069,all purpose flour,all-purpose flour,1,Not perfect
23691,1588896704,montery jack cheddar cheese mix,white cheddar cheese,2,Not perfect
23692,1588896704,jalapenos,jalapeno,0,Not perfect
23710,1939819666,sugar cane grand cru swatziland waves of sugar,raw cane sugar,2,Not perfect
23713,1939819666,baking powder,woodpigeon,0,Not perfect
23723,1755692969,smart balance heart right,zucchini,0,Not perfect
23724,1356889098,chipotle chiles in adobo,chipotle chile,1,Not perfect
23735,1356889098,wedges of laughing cow swiss cheese,smoked swiss cheese,2,Not perfect
23738,125565009,all purpose flour,all-purpose flour,1,Not perfect
23739,125565009,angel hair pasta,short pasta,1,Not perfect
23745,125565009,kosher salt and pepper,coarse kosher salt,2,Not perfect
23774,1005422212,bay leaves,wensleydale,0,Not perfect
23818,763598973, lb of fettuccini pasta,rotini pasta,1,Not perfect
23824,763598973,lots of pepper,yellow pepper,1,Not perfect
23830,1543254980,baking powder,woodpigeon,0,Not perfect
23836,1712086279,apple from a local tree if possible,yellow apple,1,Not perfect
23849,1642143695,pc organics roasted garlic and herbs quinoa,roasted garlic clove,2,Not perfect
23861,1665911689,salad to serve,salad leaves,1,Not perfect
23888,787779044,brie,bilberries,0,Not perfect
23910,325929513,grana padano cheese,yogurt cheese,1,Not perfect
23956,1370755207,baby bella mushrooms,wild mushrooms,1,Not perfect
23977,1892931600,baking powder,woodpigeon,0,Not perfect
23988,1426684951,vegetables we prefer peas and carrots,pickled carrots,1,Not perfect
23991,1426684951,pie crusts,piecrust,0,Not perfect
24032,1471269696,great northern beans,runner beans,1,Not perfect
24072,1838335984,coconut milk if you can find it,frozen coconut milk,2,Not perfect
24079,548344840,grana padano cheese,yogurt cheese,1,Not perfect
24090,1976934409,glugs of olive oil,virgin olive oil,2,Not perfect
24098,109542400,baking powder,woodpigeon,0,Not perfect
24121,646828052,protein powder,pernod,0,Not perfect
24128,1576693303,doubleacting baking powder,woodpigeon,0,Not perfect
24195,1980702545,creme fraiche,cream,0,Not perfect
24201,437411349,double action baking powder,woodpigeon,0,Not perfect
24232,1422602618,sugared pecans make these the day before,spiced pecans,1,Not perfect
24281,122851618,drizzle of olive oil,pure olive oil,2,Not perfect
24284,129390326,parmigianoreggiano,parmigiano,0,Not perfect
24293,187599958,full cream milk,full-cream milk,1,Not perfect
24316,1619041968,baking powder,woodpigeon,0,Not perfect
24319,1619041968,prune cut to pieces,prune puree,1,Not perfect
24325,1619041968,line a square cake tin,white cake,1,Not perfect
24326,1619041968,line a cake tin,white cake,1,Not perfect
24336,277134417,duncan hines devils food cake,pound cake,1,Not perfect
24347,705334251,cool whip,wolfchili,0,Not perfect
24360,772830343,baking powder,woodpigeon,0,Not perfect
24377,1990664613,all purpose flour,all-purpose flour,1,Not perfect
24402,713892849,pepperidge farm dressing,zesty dressing,1,Not perfect
24403,713892849,enough to be able to handle easily,zabaglione,0,Not perfect
24432,1952505956,chilies use jalapenos if desire more spicy,spices,0,Not perfect
24441,1952505956,reduced fat mexican blend cheese,four-cheese mexican blend cheese,3,Not perfect
24461,673549195,baking powder,woodpigeon,0,Not perfect
24466,673549195,jucie of lemons,zinfandel,0,Not perfect
24502,192051566,tobanjan,baton,0,Not perfect
24513,1977046143,la victoria chile verde enchilada sauce,red enchilada sauce,2,Not perfect
24560,12548391,butter vanilla bakery emulsion,buttermilk cornbread,1,Not perfect
24573,420691605,psyllium fibre husks,psyllium husk,1,Not perfect
24584,420691605,equivalent of eggs in energ egg replacer powder,free-range egg,1,Not perfect
24597,93009919,all purpose flour,all-purpose flour,1,Not perfect
24612,93009919,chai concentrate,nectarine,0,Not perfect
24640,1124449495,spinach and arugula,baby arugula,1,Not perfect
24651,671593122,butternut squash and cubes,butternut squash soup,2,Not perfect
24659,1327716549,drizzle of olive oil,pure olive oil,2,Not perfect
24661,1327716549,several springs of rosemary,rosemary sprigs,1,Not perfect
24662,1327716549,sprinkle of sea salt,sea salt flakes,2,Not perfect
24673,1939062880,baking powder,woodpigeon,0,Not perfect
24686,1826603768,baking powder,woodpigeon,0,Not perfect
24692,1826603768,food colouring,ogonori,0,Not perfect
24694,1826603768,brown and orange mms,mandarin orange,1,Not perfect
24699,1644470700,baby corns,soybean,0,Not perfect
24719,813619336,sambal oelek,sole,0,Not perfect
24727,815514195,pd of lentils,yellow lentils,1,Not perfect
24767,82377138,shrimp get them,shrimp meat,1,Not perfect
24791,170378737,culinary lavender buds,lavender bud,1,Not perfect
24833,154575935,refriger pizza crust dough,refrigerated pizza crust,2,Not perfect
24838,861787208,all purpose flour,all-purpose flour,1,Not perfect
24842,861787208,baking powder,woodpigeon,0,Not perfect
24856,434500392,digestive biscuits crumbs,buttermilk biscuits,1,Not perfect
24918,1229165390,bay leaves,wensleydale,0,Not perfect
24949,1908831780,all purpose flour,all-purpose flour,1,Not perfect
24988,1186929997,baking powder,woodpigeon,0,Not perfect
25012,1441413812,all purpose flour,all-purpose flour,1,Not perfect
25015,1441413812,baking powder,woodpigeon,0,Not perfect
25026,1709068501,pie crust,piecrust,0,Not perfect
25027,1709068501,sleeve of graham crackers,wheat crackers,1,Not perfect
25038,1709068501,pie topping,pigeon,0,Not perfect
25070,512871526,flat leaf parsley,parsley leaves,1,Not perfect
25082,363670565,finger of plantain,green plantains,1,Not perfect
25096,467956088,flour to dust,potato flour,1,Not perfect
25100,1110384995,all purpose flour plus rounded tablespoon,all-purpose flour,1,Not perfect
25103,1110384995,baking powder,woodpigeon,0,Not perfect
25113,1110384995,approximately of turbonado sugar,turbinado sugar,1,Not perfect
25135,737167448,baking powder,woodpigeon,0,Not perfect
25170,859988302,prebaked pie crust,watercres,0,Not perfect
25192,436853283,baking powder,woodpigeon,0,Not perfect
25214,1960847544,kosher salt and coarsely ground pepper,fresh ground pepper,2,Not perfect
25215,764080422,paneer,pear,0,Not perfect
25228,764080422,kashmiri mirch,chimichurri,0,Not perfect
25229,1130082476,all purpose flour,all-purpose flour,1,Not perfect
25272,1694297001,baking powder,woodpigeon,0,Not perfect
25288,164912873,vanilla pudding serving size,vanilla pudding mix,2,Not perfect
25291,164912873,cool whip,wolfchili,0,Not perfect
25292,212375366,bay leaves,wensleydale,0,Not perfect
25310,1001297033,cheese tortellini by buitoni,wheat cheese tortellini,2,Not perfect
25313,1001297033,parmiggiano reggiano,parmigiano,0,Not perfect
25338,391727583,half an onion,vidalia onion,1,Not perfect
25347,1432804391,individual string cheese sticks,yogurt cheese,1,Not perfect
25385,1725188174,baking powder,woodpigeon,0,Not perfect
25407,371681439,franks,frank,0,Not perfect
25413,262997146,unwaxed lemons,somen,0,Not perfect
25427,175313757,pomi strained tomato sauce,mexican tomato sauce,2,Not perfect
25428,1771419438,all purpose flour,all-purpose flour,1,Not perfect
25430,1771419438,baking powder,woodpigeon,0,Not perfect
25447,556892838,baking powder,woodpigeon,0,Not perfect
25458,1400142995,baking powder,woodpigeon,0,Not perfect
25474,527392278,baking powder,woodpigeon,0,Not perfect
25521,482224682,lap cheong,manchego,0,Not perfect
25538,1897234257,cumin seedsground cumin,cumin seed,1,Not perfect
25577,1823258837,shavings of parmesan into each bowl at serving,asiago-parmesan cheese,1,Not perfect
25626,1425690729,tea spoon of vanilla extract,real vanilla extract,2,Not perfect
25631,1326818115,salt and pepper to tatse,salted butter,1,Not perfect
25667,1992009724,less than of salt,hot salt,1,Not perfect
25670,277966357,baking powder,woodpigeon,0,Not perfect
25682,1707327574,flavor concentrated chicken broth,organic chicken broth,2,Not perfect
25690,759805080,bay leaves,wensleydale,0,Not perfect
25720,591610817,new mexico chili powder,mexican chili powder,2,Not perfect
25751,1758639745,yolk,molokheyya,0,Not perfect
25756,1215414696,bok choy,choco-bake,0,Not perfect
25774,1183604306,fries,frisee,0,Not perfect
25847,485816933,serano chiles,zucchini,0,Not perfect
25848,485816933,bunch of cilantro,ground cilantro,1,Not perfect
25860,1367905984,baking powder,woodpigeon,0,Not perfect
25887,1042925719,cream of tartar,pastry cream,1,Not perfect
25889,1042925719,oreo,roe,0,Not perfect
25894,973172075,chilis,chili,0,Not perfect
25959,1418575749,chocolatemelted in a bain marie,watermelon,0,Not perfect
25962,1418575749,pie crust,piecrust,0,Not perfect
25986,218787429,splash of red wine vinegar,garlic red wine vinegar,3,Not perfect
25990,218787429,flat leaf parsley,parsley leaves,1,Not perfect
25991,1990478815,apples preferably jonathan,cortland apples,1,Not perfect
26026,902459909,juice from half a lemon,frozen lemon juice,2,Not perfect
26054,435340803,gr of peas,yellow peas,1,Not perfect
26074,939953909,baking powder,woodpigeon,0,Not perfect
26096,750195489,crayfish,crawfish,0,Not perfect
26143,1008005735,country crock buttery spread,zander,0,Not perfect
26159,1895788913,combination of water,tonic water,1,Not perfect
26161,1895788913,cortido,dorito,0,Not perfect
26170,901,ground flaxseeds,wensleydale,0,Not perfect
26175,902,packet frozen acai,za'atar,0,Not perfect
